author,title,school,year,pages,ee,publisher,booktitle,address,journal,volume,number,month,url,cdrom,editor,cite,note,crossref,isbn,series,chapter,publnr
Kalyanmoy Deb,Multi-objective optimization using evolutionary algorithms.,Null,2001,"I-XIX, 1-497",Null,Wiley,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-471-87339-6,Wiley-Interscience series in systems and optimization,Null,Null
"Yves Crama, Peter L. Hammer","Boolean Functions - Theory, Algorithms, and Applications.",Null,2011,"I-XXI, 1-687",http://www.cambridge.org/gb/knowledge/isbn/item6222210/?site_locale=en_GB,Cambridge University Press,Null,Null,Null,142,Null,Null,Null,Null,Null,Null,Null,Null,978-0-521-84751-3,Encyclopedia of mathematics and its applications,Null,Null
"Paul Albitz, Cricket Liu",DNS and BIND (2. ed.).,Null,1997,"I-XVIII, 1-418",Null,O'Reilly,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-1-56592-236-5,Help for system administrators,Null,Null
Frank Heimes,Sichtsystemgestützte Fahrerassistenz im innerstädtischen Straßenverkehr.,Null,2000,"I-IX, 1-209",Null,Infix Akademische Verlagsgesellschaft,Null,Null,Null,243,Null,Null,Null,Null,Null,Null,Null,Null,978-3-89838-243-4,DISKI,Null,Null
"Jennifer Greene, Andrew Stellman",Head First PMP - A Brain-Friendly Guide (2. ed.).,Null,2009,"I-XXXVI, 1-793",http://www.oreilly.de/catalog/9780596801915/index.html,O'Reilly,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-596-80191-5,Null,Null,Null
"Gustavo Deco, Bernd Schürmann",Information dynamics - foundations and applications.,Null,2000,"I-XVI, 1-281",Null,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-387-95047-1,Null,Null,Null
Christian Reuter 0001,Emergent collaboration infrastructures - technology design for inter-organizational crisis management.,Null,2015,"I-XXV, 1-251",http://www.springer.com/de/book/9783658085858,SpringerVieweg,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-658-08585-8,Null,Null,Null
"Michael Griebel, Thomas Dornseifer, Tilman Neunhoeffer",Numerische Simulation in der Strömungsmechanik - eine praxisorientierte Einführung.,Null,1995,"I-XIII, 1-219",Null,Vieweg,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-528-06761-8,Null,Null,Null
Michael A. Jackson 0001,Problem Frames - Analysing and Structuring Software Development Problems.,Null,2000,"I-XIX, 1-390",http://www.pearsoned.co.uk/Bookshop/detail.asp?item=100000000004768,Pearson Education,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-2015-9627-4,Null,Null,Null
Gerald E. Farin,"Kurven und Flächen im Computer Aided Geometric Design - eine praktische Einführung, 2. Auflage.",Null,1994,"I-XIII, 1-365",Null,Vieweg,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-528-16542-0,Vieweg Lehrbuch Angewandte Mathematik,Null,Null
Mark D. Fairchild,Color appearance models.,Null,1997,"I-XVII, 1-417",Null,Addison-Wesley-Longman,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-201-63464-8,Null,Null,Null
Patrick Suppes,Representation and invariance of scientific structures.,Null,2002,"I-XV, 1-536",Null,CSLI Publications,Null,Null,Null,130,Null,Null,Null,Null,Null,Null,Null,Null,978-1-57586-333-7,CSLI lecture notes series,Null,Null
Donald E. Knuth,Selected Papers on Fun and Games.,Null,2011,"I-XVII, 1-741",http://cslipublications.stanford.edu/site/9781575865843.shtml,Cambridge University Press,Null,Null,Null,192,Null,Null,Null,Null,Null,Null,Null,Null,978-1-57586-584-3,CSLI lecture notes series,Null,Null
Heiko W. Rupp,JBoss - Server-Handbuch für J2EE-Entwickler und Administratoren.,Null,2005,"I-XIV, 1-357",Null,dpunkt.verlag,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-89864-318-4,Null,Null,Null
Andrew S. Tanenbaum,"Moderne Betriebssysteme, 2. Auflage.",Null,1995,"I-XXI, 1-877",Null,Hanser,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-446-18402-2,Hanser Studien-Bücher der Informatik,Null,Null
Richard E. Fairley,Software engineering concepts.,Null,1985,"I-XV, 1-364",Null,McGraw-Hill,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-07-463121-8,McGraw-Hill series in software engineering and technology,Null,Null
"Dimitri P. Bertsekas, John N. Tsitsiklis",Parallel and distributed computation.,Null,1989,"I-XIX, 1-715",Null,Prentice Hall,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-13-648759-3,Null,Null,Null
"Jun-ichiro Toriwaki, Hiroyuki Yoshida",Fundamentals of Three-dimensional Digital Image Processing.,Null,2009,"I-XV, 1-269",https://doi.org/10.1007/978-1-84800-172-5,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-1-8480-0172-5,Null,Null,Null
Murray Shanahan,Solving the frame problem - a mathematical investigation of the common sense law of inertia.,Null,1997,"I-XXXIV, 1-407",Null,MIT Press,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-262-19384-9,Null,Null,Null
"Morgan McGuire, Odest Chadwicke Jenkins","Creating games - mechanics, content, and technology.",Null,2008,"I-XXIV, 1-533",Null,A K Peters,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-1-56881-305-9,Null,Null,Null
Leonard Franken,Quality of service management - a model-based approach.,Null,1996,"I-XVII, 1-267",Null,KPN Research,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-90-72125-56-9,Null,Null,Null
Gabriele Taentzer,Parallel and distributed graph transformation - formal description and application to communication-based systems.,Null,1996,1-186,https://d-nb.info/948190485,Shaker,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-8265-1636-8,Berichte aus der Informatik,Null,Null
Mark Watson,Intelligent Java applications for the internet and intranets.,Null,1997,"I-XX, 1-377",Null,Morgan Kaufmann,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-1-55860-420-9,Null,Null,Null
Peter Linz,"An introduction to formal languages and automata, 4th Edition.",Null,2006,"I-XIII, 1-415",Null,Jones and Bartlett Publishers,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-7637-3798-6,Null,Null,Null
James R. Norris,Markov chains.,Null,1998,"I-XVI, 1-237",Null,Cambridge University Press,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-521-48181-6,Cambridge series in statistical and probabilistic mathematics,Null,Null
Axel Lankenau,The Bremen autonomous wheelchair Rolland - self-localization and shared control.,Null,2003,"I-V, 1-188",http://www.logos-verlag.de/cgi-bin/engbuchmid?isbn=0306&lng=eng&id=,Logos,Null,Null,Null,18,Null,Null,Null,Null,Null,Null,Null,Null,978-3-8325-0306-2,BISS monographs,Null,Null
Stefan Haas,Parametrisierbares Rendering als adaptive Unterstützung für interaktive Anwendungen.,"Darmstadt University of Technology, Germany",1995,"I-V, 1-188",https://d-nb.info/943781795,Shaker,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-8265-0609-3,Berichte aus der Informatik,Null,Null
"Ole-Johan Dahl, Edsger W. Dijkstra, Charles Antony Richard Hoare",Structured programming.,Null,1972,"I-VIII, 1-220",Null,Academic Press,Null,Null,Null,8,Null,Null,Null,Null,Null,Null,Null,Null,978-0-12-200550-3,A.P.I.C. Studies in data processing,Null,Null
"Johannes Link, Peter Fröhlich 0001",Unit Tests mit Java - der Test-First-Ansatz.,Null,2002,"I-XIII, 1-333",Null,dpunkt.verlag,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-89864-150-0,Null,Null,Null
John A. Vince,Essential mathematics for computer graphics fast.,Null,2001,"I-IX, 1-229",Null,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-1-85233-380-5,Essential series,Null,Null
David Salomon,Transformations and projections in computer graphics.,Null,2006,"I-XIV, 1-288",https://doi.org/10.1007/978-1-84628-620-9,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-1-84628-392-5,Null,Null,Null
"Yurii E. Nesterov, Arkadii Nemirovskii",Interior-point polynomial algorithms in convex programming.,Null,1994,"I-VII, 1-405",https://doi.org/10.1137/1.9781611970791,SIAM,Null,Null,Null,13,Null,Null,Null,Null,Null,Null,Null,Null,978-0-89871-319-0,Siam studies in applied mathematics,Null,Null
Nico Manicone,Workshop SAP query.,Null,2004,"I-IX, 1-230",Null,dpunkt.verlag,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-89864-269-9,Null,Null,Null
"Rick Parent, David S. Ebert, Matthias Müller-Fischer, Mark R. Wilkins, Nicholas Woolridge","Computer Animation Complete - All-in-One: Learn Motion Capture, Characteristic, Point-Based, and Maya Winning Techniques.",Null,2010,"I-XVIII, 1-526",http://store.elsevier.com/product.jsp?isbn=9780123750785,Academic Press,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-12-375078-5,Null,Null,Null
"Adrian David Cheok, James Keng Soon Teh",Haptics and Touch for Novel Internet Multisensory Communication.,Null,2013,"I-VIII, 1-305",http://adriancheok.info/books/,LAP Lambert Academic Publishing,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-8484-8778-3,Null,Null,Null
"Carl J. Hansen, Steven D. Kawaler","Stellar interiors - physical principles, structure, and evolution.",Null,1999,"I-XIII, 1-445",Null,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-387-94138-7,Astronomy and astrophysics library,Null,Null
"Mark Gurry, Peter Corrigan",Oracle performance tuning - database management systems (2. ed.).,Null,1997,"I-XXII, 1-940",Null,O'Reilly,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-1-56592-237-2,Null,Null,Null
R. Geoff Dromey,Program derivation - the development of programs from specifications.,Null,1989,"I-XVI, 1-630",Null,Addison-Wesley,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-201-41624-4,International computer science series,Null,Null
"Mark Whitehorn, Bill Marklyn",Inside relational databases with examples in Access (2. ed.).,Null,2007,"I-XIV, 1-371",https://doi.org/10.1007/978-1-84628-687-2,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-1-8462-8394-9,Null,Null,Null
Michael S. Malone,Der Mikroprozessor - eine ungewöhnliche Biographie.,Null,1996,"I-XV, 1-375",Null,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-540-60514-0,Null,Null,Null
"George Pólya, Robert Endre Tarjan, Donald R. Woods",Notes on Introductory Combinatorics (reprint of the 1983 edition).,Null,2010,1-190,Null,Birkhäuser,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-8176-4952-4,Modern Birkhäuser Classics,Null,Null
Null,Johan van Benthem on Logic and Information Dynamics,Null,2014,Null,https://doi.org/10.1007/978-3-319-06025-5,Springer,Null,Null,Null,Null,Null,Null,db/books/collections/BS2014.html,Null,"Alexandru Baltag, Sonja Smets",Null,Null,Null,"978-3-319-06024-8, 978-3-319-06025-5",Null,Null,Null
"Peter Y. A. Ryan, Steve A. Schneider",Modelling and analysis of security protocols.,Null,2001,"I-XIV, 1-300",Null,Addison-Wesley-Longman,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-201-67471-2,Null,Null,Null
John C. Russ,The image processing handbook (3. ed.).,Null,1999,1-771,Null,CRC Press,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-7803-4729-8,Null,Null,Null
"Dai Clegg, Richard Barker",CASE method fast-track - a RAD approach.,Null,1994,"I-XIV, 1-207",Null,Addison-Wesley,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-201-62432-8,Null,Null,Null
Peter Gärdenfors,Conceptual spaces - the geometry of thought.,Null,2000,"I-X, 1-307",Null,MIT Press,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-262-07199-4,Null,Null,Null
"Gabriel Cederbaum, Isaac E. Elishakoff, Jacob Aboudi, Liviu Librescu",Random Vibration and Reliability of Composite Structures.,Null,1992,"I-XIII, 1-191",http://www.crcpress.com/product/isbn/9780877628651,Technomic Publishing Co. Inc.,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-87762-865-1,Null,Null,Null
"Alberto Gil-Solla, Rafael G. Sotelo Bovino",TV-Anytime - Paving the Way for Personalized TV.,Null,2013,"I-XX, 1-199",https://doi.org/10.1007/978-3-642-36766-3,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"978-3-642-36765-6, 978-3-642-36766-3",X.media.publishing,Null,Null
Gregory R. Andrews,Concurrent programming - principles and practice.,Null,1991,"I-XVII, 1-637",Null,Benjamin/Cummings,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-8053-0086-4,Null,Null,Null
Mitchell L. Model,"Data structures, data abstraction - a contemporary introduction to data structures using C++.",Null,1994,"I-XIX, 1-501",Null,Prentice Hall,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-13-291279-2,Null,Null,Null
Peter Wayner,Digital cash - commerce on the net.,Null,1996,"I-XI, 1-270",Null,Academic Press,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-12-738763-5,Null,Null,Null
"Gerhard Chroust, Johannes Bergsmann","Umfrage Workflow - eine Momentaufnahme über Verbreitung, Einsatz und Meinungen über Workflow in den deutschsprachigen Ländern: Umfragezeitraum: 2. Halbjahr 1994.",Null,1995,"I-XVIII, 1-151",Null,Oldenbourg,Null,Null,Null,77,Null,Null,Null,Null,Null,Null,Null,Null,978-3-486-23165-6,Schriftenreihe der Österreichischen Computer Gesellschaft,Null,Null
Albrecht Beutelspacher,"Kryptologie - eine Einführung in die Wissenschaft vom Verschlüsseln, Verbergen und Verheimlichen: ohne alle Geheimniskrämerei, aber nicht ohne hinterlistigen Schalk, dargestellt zum Nutzen und Ergötzen des allgemeinen Publikums (5. Aufl.).",Null,1996,1-179,Null,Vieweg,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-528-48990-8,Null,Null,Null
Gerald Foster,Desktop management with Novell ZENworks - automated workstation maintenance.,Null,2000,"I-XII, 1-271",Null,O'Reilly,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-1-56592-711-7,Null,Null,Null
"Paul Molitor, Christoph Scholl 0001",Datenstrukturen und effiziente Algorithmen für die Logiksynthese kombinatorischer Schaltungen.,Null,1999,1-298,Null,Teubner,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-519-02945-8,Null,Null,Null
"Harry M. Sneed, Martin Hasitschka, Maria-Therese Teichmann",Software-Produktmanagement - Wartung und Weiterentwicklung bestehender Anwendungssysteme.,Null,2005,"I-XXVII, 1-434",Null,dpunkt.verlag,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-89864-274-3,Null,Null,Null
John H. Mathews,"Numerical methods - for mathematics, science and engineering (2. ed.).",Null,1992,"I-X, 1-646",Null,Prentice Hall,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-13-625047-0,Null,Null,Null
Bjørn Kirkerud,Object-oriented programming with Simula (repr.).,Null,1989,"I-XIII, 1-513",Null,Addison-Wesley,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-201-17574-5,Null,Null,Null
"Markus Schumacher, Eduardo B. Fernández-Buglioni, Duane Hybertson, Frank Buschmann, Peter Sommerlad",Security Patterns - Integrating Security and Systems Engineering.,Null,2005,"I-XXXIII, 1-565",http://eu.wiley.com/WileyCDA/WileyTitle/productCd-0470858842.html,Wiley,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-470-85884-4,Null,Null,Null
Wei-Meng Lee,.NET compact framework - pocket guide: up and running with smart device development.,Null,2004,"I-VI, 1-105",http://www.oreilly.de/catalog/0596007574/index.html,O'Reilly,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-596-00757-7,Null,Null,Null
"Christoph Meinel, Harald Sack",Sicherheit und Vertrauen im Internet - Eine technische Perspektive.,Null,2014,"I-VIII, 1-48",https://doi.org/10.1007/978-3-658-04834-1,Springer Vieweg,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-658-04833-4,essentials,Null,Null
"Stefan Strobel, Thomas Uhl","Linux Power Pack - Inhalt: Linux Lehrbuch, Linux 1.2 (LST 2.1-Distribution) auf CD-ROM, 2. Auflage.",Null,1995,Null,Null,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-540-59273-0,Null,Null,Null
"Tiko Kameda, Klaus Weihrauch",Einführung in die Codierungstheorie I.,Null,1973,1-215,Null,BI-Wissenschaftsverlag,Null,Null,Null,7,Null,Null,Null,Null,Null,Null,Null,Null,978-3-411-00783-7,Skripten zur Informatik,Null,Null
"Cynthia Gibas, Per Jambeck",Developing bioinformatics computer skills - an introduction to software tools for biological applications.,Null,2001,"I-XV, 1-427",Null,O'Reilly,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-1-56592-664-6,Null,Null,Null
"Peter Coad, Edward Yourdon",Object-oriented analysis (2. ed.).,Null,1990,"I-XIV, 1-233",Null,Yourdon Press,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-13-629981-3,Yourdon Press computing series,Null,Null
"Valdis Berzins, Luqi",Software engineering with abstractions.,Null,1991,"I-XV, 1-624",Null,Addison-Wesley,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-201-08004-9,Null,Null,Null
"Curtis F. Gerald, Patrick O. Wheatley",Applied numerical analysis.,Null,1994,Null,Null,Addison-Wesley,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-201-56553-9,Null,Null,Null
John R. Abrahams,"Token ring networks - design, implementation and management.",Null,1991,1-180,Null,Blackwell,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-1-85554-075-0,Null,Null,Null
"Shivanand Balram, Suzana Dragicevic, Simon Fraser",Collaborative geographic information systems.,Null,2006,"I-XVIII, 1-364",Null,Information Science Reference,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-1-59140-845-1,Null,Null,Null
"Thomas Rauber, Gudula Rünger",Parallele und verteilte Programmierung.,Null,2000,"I-XII, 1-563",Null,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-540-66009-5,Null,Null,Null
Null,Software and Systems Traceability.,Null,2012,Null,https://doi.org/10.1007/978-1-4471-2239-5,Springer,Null,Null,Null,Null,Null,Null,db/books/daglib/0028967.html,Null,"Jane Cleland-Huang, Olly Gotel, Andrea Zisman",Null,Null,Null,978-1-4471-2238-8,Null,Null,Null
Erich Neuwirth,Musical temperaments.,Null,1997,"I-VII, 1-70",Null,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-211-83040-6,Null,Null,Null
Neil Willis,Computer architecture and communications.,Null,1987,1-272,Null,TAB Books,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-8306-7870-9,Null,Null,Null
Dennis E. Shasha,"The puzzler's elusion - a tale of fraud, pursuit, and the art of logic.",Null,2006,"I-X, 1-205",Null,Thunder's Mouth Press,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-1-56025-831-5,Null,Null,Null
Axel Jantsch,Modeling embedded systems and SoCs - concurrency and time in models of computation.,Null,2003,"I-XXII, 1-351",Null,Elsevier Morgan Kaufmann,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-1-55860-925-9,The Morgan Kaufmann series in systems on silicon,Null,Null
"Cecilia Saccone, Graziano Pesole",Handbook of Comparative Genomics - Principles and Methodology.,Null,2003,"I-XIV, 1-427",http://eu.wiley.com/WileyCDA/WileyTitle/productCd-047139128X.html,Wiley,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-0-471-39128-9,Null,Null,Null
